No,Key,Summary_Description,label,indicator
46,LUCENE-7800,"Remove code that potentially rethrows checked exceptions from methods that don't declare them (""sneaky throw"" hack) - For a long time I considered the ""sneaky"" throw hack to be a nice way of coding around some of Java's limitations (especially with invoking methods via reflection or method handles), but with time I started to see how it can be potentially dangerous and is nearly always confusing. If you have a Java method and its signature doesn't indicate the possibility of a checked exception you, as a programmer, simply don't expect it to happen. Never. So, for example, you could write: {code} try { luceneApi(); } catch (RuntimeException | Error e) { // Handle unchecked exceptions here. } {code} and consider the code above to be absolutely bullet-proof in terms of handling exceptions. Unfortunately with sneaky throws anywhere in the ""luceneApi"" this is no longer the case -- you can receive a checked exception that will simply fall through and hit some code frame above. So I suggest we remove sneaky throw from the core entirely. It only exists in two places -- private methods inside Snowball programs invoked via method handles (these don't even declare checked exceptions so I assume they can't occur) and AttributeFactory -- here there is a real possibility somebody could declare an attribute class's constructor that does throw an unchecked exception. In that case I think it is more reasonable to wrap it in a RuntimeException than rethrow it as original. Alternatively, we can modify the signature of {{createAttributeInstance}} and {{getStaticImplementation}} to declare some kind of checked exception (either a wrapper or even a Throwable), but I see little reason for it and it'd change the API.",ATD,viomod
47,LUCENE-7737,"Remove spatial-extras dependency on queries - The spatial-extras module uses ValueSources for a number of different purposes, requiring a dependency on the queries module. I'd like to try using core-only interfaces here instead, allowing us to remove the dependency",ATD,viomod
48,CASSANDRA-6357,"Flush memtables to separate directory - Flush writers are a critical element for keeping a node healthy. When several compactions run on systems with low performing data directories, IO becomes a premium. Once the disk subsystem is saturated, write IO is blocked which will cause flush writer threads to backup. Since memtables are large blocks of memory in the JVM, too much blocking can cause excessive GC over time degrading performance. In the worst case causing an OOM.

Since compaction is running on the data directories. My proposal is to create a separate directory for flushing memtables. Potentially we can use the same methodology of keeping the commit log separate and minimize disk contention against the critical function of the flushwriter.",ATD,viomod
49,CASSANDRA-6284,"Wrong tracking of minLevel in Leveled Compaction Strategy causing serious performance problems - Hi,

since version 2.0.0 (incl. beta), Leveled Compaction Strategy contains a hard-to-spot bug in choosing of sstable candidates to be compacted with tables in higher level. It always chooses first sstable in L1 and only first 1/10 of sstables in other higher levels.

This is caused by an error when determining ""minLevel"" of compacted tables in replace() function in LeveledManifest.java which is then used as an index to lastCompactedKeys array to ensure sort of ""round robin"" selection of SStables for compaction in each level. In the newer versions the minLevel is computed as the minimum of levels of newly created sstables instead of the old sstables. 
Typically compaction takes one table from L(X), compacts it with N tables in L(X+1) and produces M tables in L(X+1). Thus, the lastCompactedKey is improperly accounted to one level higher then it should be.

This causes serious performance problems as the uniform token range distribution across sstables in one level is broken.
In L1, the first SStable is always chosen to be compacted with overlapping tables in L2. Since a newly created tables in L0 contains practically whole range of keys of a given node, and the rest of ~9 tables in L1 are never pushed to the higher levels, they tend to contain higher and higher keys over time in very narrow token range. As a direct consequence, the first (the chosen) SStable in L1 (after a compaction of L1 tables with the L0 table) thus contains much wider range than anticipated ~1/10 , which forces compaction with many more tables in L2 than normally expected due to bigger overlap.
The similar problem appears in higher levels as well.

We noticed gradual performance degradation since we upgraded C* from 1.2.9 to 2.0.0 aprox. 1 month ago which we tracked down to increased compaction activity. We noticed that the number of sstables processed in one compaction is much higher than expected. The compaction IO activity in our case is more than 5 higher than in 1.2.9 version and only becomes worse.",ATD,viomod
50,LUCENE-7719,"UnifiedHighlighter doesn't handle some AutomatonQuery's with multi-byte chars - In MultiTermHighlighting, a CharacterRunAutomaton is being created that takes the result of AutomatonQuery.getAutomaton that in turn is byte oriented, not character oriented. For ASCII terms, this is safe but it's not for multi-byte characters. This is most likely going to rear it's head with a WildcardQuery, but due to special casing in MultiTermHighlighting, PrefixQuery isn't affected. Nonetheless it'd be nice to get a general fix in so that MultiTermHighlighting can remove special cases for PrefixQuery and TermRangeQuery (both subclass AutomatonQuery). AFAICT, this bug was likely in the PostingsHighlighter since inception.",ATD,viomod
51,CASSANDRA-20056,"Accord: Use ExclusiveSyncPoints to join a new topology - For correctness, the dependencies we adopt on joining a new topology must exclude the possibility of respondents accepting additional transactions with a lower TxnId, so proxying on the existing `ExclusiveSyncPoint` mechanisms is logical for the time-being. This patch removes the `FetchMajorityDeps` logic in favour of simply waiting for a suitable `ExclusiveSyncPoint` to be proposed.

",ATD,viomod
52,LUCENE-7708,Track PositionLengthAttribute abuse - Some token filters uses the position length attribute of the token stream to encode the number of terms they put in a single token. This breaks the query parsing because it creates disconnected graph. I've tracked down the abusive case to 2 candidates: * ShingleFilter which sets the position length attribute to the length of the shingle. * CJKBigramFilter which always sets the position length attribute to 2. I don't think these filters should set the position length at all so the best would be to remove the attribute from these token filters but this could break BWC. Though this is a serious bug since shingles and cjk bigram now produce invalid queries.,ATD,viomod
53,CASSANDRA-19599,"Remove unused config params for out of range token requests - The fields log_out_of_token_range_requests and reject_out_of_token_range_requests in Config.java have never actually been used and are just vestiges from early development on CEP-21.
We should remove them and the related accessors in DatabaseDescriptor.",ATD,viomod
54,LUCENE-7644,"FieldComparatorSource.newComparator() doesn't need to throw IOException - All IO operations on FieldComparator are done in .getLeafComparator(), so there's no need to declare IOException on their constructors. This bubbles back up and lets us remove throws clauses from a number of constructors, TopDocs.merge(), and so on.",ATD,viomod
55,CASSANDRA-18664,"Move jflex from runtime to build dependencies - JFlex depends on java-cup-runtime which has a kind of exotic license saying that it is compatible with GPL. Therefore, we should investigate that case.

JFlex seems to be used only during the build to generate some sources for SASI indexes. Therefore, it should be possible to move JFlex from the runtime dependencies to the build dependencies and not include it in the distribution.",ATD,viomod
56,CASSANDRA-18354,"Remove obsolete 'six' package reintroduced by a merge - The 4.1.x and trunk commits for CASSANDRA-18088 inadvertently re-introduced 'six' and obsolete python 2.7 conditional checks and should be removed.

I.e., SaferScanner = Py36SaferScanner if six.PY3 else Py2SaferScanner â€“ but there is no Py2SaferScanner anymore.",ATD,obstech
57,CASSANDRA-18328,"Remove deprecated CQL functions dateof and unixtimestampof - The CQL functions {{dateof}} and {{unixtimestampof}} were [deprecated on Cassandra 2.2.0|https://github.com/apache/cassandra/commit/c08aaabd95d4872593c29807de6ec1485cefa7fa], almost eight years ago. They were deprecated in favour of the then new {{totimestamp}} and {{tounixtimestamp}} functions.

A note about their deprecation was added to [{{NEWS.txt}}|https://github.com/apache/cassandra/blob/trunk/NEWS.txt#L1421-L1423], and they were marked as deprecated on [{{CQL.textile}}|https://github.com/apache/cassandra/blob/trunk/doc/cql3/CQL.textile#time-conversion-functions]. They are also listed as deprecated on [the new doc|https://github.com/apache/cassandra/blob/trunk/doc/modules/cassandra/pages/cql/functions.adoc#time-conversion-functions].

We can finally remove those functions in 5.0, since they have been deprecated for so long.

Discussion thread [here|https://lists.apache.org/thread/0gs824fpsngn5dr0yq2x1h8qsflj5sr0].",ATD,obstech
58,CASSANDRA-18002,"Update NetBeans project file for dependency changes since 7th July 2021 - A number of dependencies have been add/removed/updated to the project.
The netbeans project file needs an update to be in-sync.",ATD,obstech
59,CASSANDRA-17873,"Opcodes.ASM7 should be used in UDFByteCodeVerifier to support JDK11 - In CASSANDRA-15108 ASM was updated and UDFByteCodeVerifier was updated to provide Opcodes.ASM7 but only in 1 of 3 places.Â 

We need to update that for 4.0, 4.1 and trunk where we support JDK11.

Also, I think it will be good to add one place where we update that when we add new JDK support as now I see we will have to update it at 4 places at least already (also for the simulator where currently it is Opcodes.ASM7 there, correctly added). Also, we can add a note in build.xml for people updating ASM. I think many people practice updating Opcodes.ASM* with the update of ASM version but in our case with update of JDK, from what I see. We will need to switch to ASM9 when we add the JDK 17 support. One stop place for that and adding a note for maintainers sounds like the right way to move forward at least on trunk.Â 

But for 4.0 and 4.1 we need at least to switch to ASM7 everywhere as far as I can tell.",ATD,obstech
